l,n_0,n_1,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_2,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_3,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_4,n_5,n_6,n_7,n_8,n_9
1.0,10.0,5.0,3.0,1.0,10.0,1.0,0.0,22.0,2.0,39.66,11.08,4871.43,2.0,0.15,81.0,0.09,270.63,439.53,0.33,2.0,4.0,9.0,0.06,3.0,28.0,53.0,24.0,19.0,47.0,38.89,25.0,,,11.0,8.0,3.0,0.12,4.0,2.0
1.0,8.0,5.0,3.0,1.0,10.0,1.0,0.0,20.0,1.0,31.51,10.5,3474.19,2.0,0.11,64.0,0.1,193.01,330.88,0.33,2.0,4.0,9.0,0.06,2.0,21.0,43.0,18.0,18.0,50.0,51.22,22.0,,,19.0,8.0,3.0,0.14,4.0,2.0
1.0,31.0,21.0,9.0,0.82,46.0,11.0,1.0,74.0,1.0,61.92,36.74,83581.43,5.0,0.76,354.0,0.03,4643.41,2274.9,1.0,10.0,17.0,37.0,0.08,7.0,124.0,230.0,54.0,32.0,141.0,32.11,81.0,,,28.0,34.0,11.0,0.14,14.0,2.43
1.0,30.0,19.0,9.0,0.9,48.0,8.0,0.78,71.0,1.0,46.15,27.11,33930.43,5.0,0.42,211.0,0.04,1885.02,1251.39,0.8,9.0,18.0,40.0,0.07,6.0,73.0,138.0,35.0,26.0,153.0,41.8,77.0,,,45.0,36.0,10.0,0.13,18.0,2.0
1.0,0.0,11.0,5.0,0.83,20.0,5.0,0.8,28.0,1.0,33.22,15.91,8407.11,3.0,0.18,98.0,0.06,467.06,528.45,0.83,5.0,9.0,16.0,0.16,2.0,35.0,63.0,22.0,20.0,38.0,24.32,30.0,,,7.0,18.0,6.0,0.2,8.0,2.25
1.0,30.0,32.0,19.0,0.79,55.0,9.0,0.35,89.0,3.0,54.69,47.6,123914.45,19.0,0.87,402.0,0.02,6884.14,2603.24,0.38,6.0,8.0,33.0,0.13,4.0,154.0,248.0,55.0,34.0,186.0,42.58,93.0,,,62.0,16.0,24.0,0.26,4.0,4.0
1.0,31.0,11.0,5.0,0.83,26.0,1.0,0.0,33.0,0.0,53.63,18.46,18269.63,5.0,0.33,172.0,0.05,1014.98,989.84,0.17,5.0,10.0,22.0,0.06,7.0,68.0,104.0,35.0,19.0,102.0,52.86,40.0,,,30.0,20.0,6.0,0.15,10.0,2.0
1.0,13.0,7.0,4.0,1.0,16.0,1.0,0.0,32.0,1.0,34.91,18.57,12037.08,3.0,0.22,121.0,0.05,668.73,648.26,0.25,3.0,6.0,14.0,0.05,3.0,43.0,78.0,22.0,19.0,73.0,45.76,35.0,,,24.0,12.0,4.0,0.11,6.0,2.0
1.0,10.0,15.0,7.0,0.88,32.0,4.0,0.43,44.0,1.0,74.36,13.06,12685.78,6.0,0.32,159.0,0.08,704.77,971.26,0.5,7.0,13.0,26.0,0.09,2.0,64.0,95.0,49.0,20.0,88.0,42.86,46.0,,,31.0,26.0,8.0,0.17,12.0,2.17
1.0,4.0,3.0,1.0,0.5,7.0,1.0,0.0,10.0,1.0,23.14,6.5,977.69,2.0,0.05,32.0,0.15,54.32,150.41,0.5,1.0,2.0,7.0,0.07,1.0,13.0,19.0,13.0,13.0,28.0,56.52,11.0,,,12.0,4.0,2.0,0.18,2.0,2.0
-1.0,1.0,3.0,2.0,1.0,11.0,1.0,0.0,7.0,0.0,2.0,1.0,24.71,4.0,5.63,781.73,0.05,34.0,0.18,43.43,138.97,0.5,1.0,2.0,0.0,11.0,0.22,10.0,24.0,8.0,9.0,9.0,0.0,7.0,0.0,4.0,2.0,0.29,2.0,2.0
-1.0,3.0,5.0,3.0,1.0,17.0,1.0,0.0,13.0,2.0,2.0,0.67,23.77,4.0,15.54,5735.89,0.12,76.0,0.06,318.66,369.21,0.33,2.0,4.0,0.0,16.0,0.18,29.0,47.0,14.0,15.0,17.0,0.0,13.0,0.0,8.0,3.0,0.23,4.0,2.0
-1.0,1.0,6.0,3.0,0.75,18.0,3.0,0.67,19.0,0.0,3.0,0.75,29.26,6.0,13.5,5332.5,0.13,79.0,0.07,296.25,395.0,0.75,1.0,2.0,0.0,16.0,0.18,27.0,52.0,16.0,16.0,22.0,0.0,19.0,0.0,4.0,4.0,0.21,2.0,2.0
-1.0,0.0,3.0,2.0,1.0,7.0,1.0,0.0,6.0,2.0,2.0,1.0,13.38,1.0,7.33,719.39,0.03,24.0,0.14,39.97,98.1,0.5,1.0,2.0,0.0,7.0,0.29,8.0,16.0,6.0,11.0,7.0,0.0,6.0,0.0,4.0,2.0,0.33,2.0,2.0
-1.0,0.0,5.0,3.0,1.0,18.0,1.0,0.0,22.0,1.0,2.0,0.67,35.04,6.0,12.63,5590.85,0.15,87.0,0.08,310.6,442.61,0.33,2.0,4.0,0.0,17.0,0.13,32.0,55.0,19.0,15.0,23.0,0.0,22.0,0.0,8.0,3.0,0.14,4.0,2.0
-1.0,0.0,3.0,1.0,0.5,6.0,1.0,0.0,9.0,1.0,1.0,0.5,14.87,1.0,8.57,1092.32,0.04,30.0,0.12,60.68,127.44,0.5,1.0,2.0,0.0,6.0,0.2,10.0,20.0,7.0,12.0,10.0,0.0,9.0,0.0,4.0,2.0,0.22,2.0,2.0
-1.0,2.0,10.0,5.0,0.83,30.0,3.0,0.4,33.0,0.0,4.0,0.67,45.02,9.0,14.88,9961.7,0.22,125.0,0.07,553.43,669.69,0.5,3.0,6.0,0.0,26.0,0.16,42.0,83.0,24.0,17.0,37.0,0.0,33.0,0.0,12.0,6.0,0.18,6.0,2.0
-1.0,18.0,13.0,7.0,1.0,73.0,1.0,0.0,57.0,1.0,7.0,1.0,88.41,19.0,27.8,68305.52,0.82,397.0,0.04,3794.75,2457.36,0.14,6.0,12.0,0.0,68.0,0.08,158.0,239.0,54.0,19.0,86.0,14.93,57.0,10.0,24.0,7.0,0.12,12.0,2.0
-1.0,1.0,7.0,3.0,0.75,14.0,1.0,0.0,8.0,2.0,4.0,1.0,15.19,4.0,14.0,2976.5,0.07,47.0,0.07,165.36,212.61,0.25,3.0,4.0,0.0,12.0,0.4,18.0,29.0,9.0,14.0,10.0,0.0,8.0,0.0,8.0,4.0,0.5,2.0,4.0
-1.0,28.0,59.0,34.0,0.94,233.0,20.0,0.54,241.0,0.0,33.0,0.92,238.08,46.0,40.75,395438.84,3.23,1287.0,0.02,21968.82,9702.9,0.56,11.0,21.0,1.0,199.0,0.12,480.0,807.0,159.0,27.0,310.0,13.93,242.0,38.0,42.0,36.0,0.15,20.0,2.1
-1.0,5.0,11.0,6.0,1.0,28.0,5.0,0.8,18.0,1.0,5.0,0.83,42.78,9.0,14.62,9144.94,0.21,116.0,0.07,508.05,625.51,0.83,5.0,8.0,0.0,24.0,0.15,43.0,73.0,25.0,17.0,39.0,43.75,18.0,14.0,14.0,6.0,0.33,4.0,3.5
-1.0,2.0,6.0,3.0,0.75,15.0,3.0,0.67,13.0,1.0,3.0,0.75,28.67,4.0,7.0,1404.72,0.07,45.0,0.14,78.04,200.67,0.75,1.0,2.0,0.0,13.0,0.24,14.0,31.0,11.0,11.0,17.0,0.0,13.0,0.0,4.0,4.0,0.31,2.0,2.0
-1.0,15.0,33.0,13.0,0.76,97.0,12.0,0.69,76.0,3.0,10.0,0.59,69.47,13.0,40.7,115062.64,0.94,473.0,0.02,6392.37,2827.25,0.71,16.0,29.0,0.0,82.0,0.17,175.0,298.0,43.0,20.0,102.0,10.59,76.0,9.0,58.0,17.0,0.22,26.0,2.23
-1.0,0.0,5.0,3.0,1.0,15.0,3.0,1.0,17.0,1.0,2.0,0.67,24.56,4.0,12.25,3685.14,0.1,64.0,0.08,204.73,300.83,1.0,2.0,4.0,0.0,14.0,0.17,21.0,43.0,12.0,14.0,18.0,0.0,17.0,0.0,8.0,3.0,0.18,4.0,2.0
-1.0,5.0,11.0,5.0,0.71,40.0,1.0,0.0,44.0,3.0,6.0,0.86,42.06,9.0,32.72,45051.12,0.46,236.0,0.03,2502.84,1376.56,0.14,3.0,6.0,0.0,35.0,0.11,90.0,146.0,33.0,24.0,62.0,20.0,44.0,11.0,12.0,7.0,0.16,6.0,2.0
-1.0,4.0,10.0,6.0,1.0,37.0,4.0,0.6,27.0,0.0,5.0,0.83,61.09,9.0,13.24,10710.87,0.27,152.0,0.08,595.05,808.93,0.67,3.0,6.0,0.0,33.0,0.18,55.0,97.0,27.0,13.0,33.0,3.57,27.0,1.0,12.0,6.0,0.22,6.0,2.0
-1.0,5.0,21.0,10.0,0.91,66.0,1.0,0.0,41.0,1.0,11.0,1.0,58.14,14.0,23.94,33320.87,0.46,243.0,0.04,1851.16,1391.88,0.09,10.0,19.0,0.0,57.0,0.22,79.0,164.0,33.0,20.0,50.0,6.82,41.0,3.0,38.0,11.0,0.27,18.0,2.11
-1.0,5.0,18.0,8.0,0.8,62.0,5.0,0.44,58.0,0.0,9.0,0.9,69.5,18.0,23.96,39892.13,0.56,269.0,0.04,2216.23,1665.06,0.5,5.0,10.0,0.0,54.0,0.15,92.0,177.0,48.0,25.0,66.0,3.33,58.0,2.0,20.0,10.0,0.17,10.0,2.0
-1.0,0.0,6.0,3.0,0.75,15.0,1.0,0.0,16.0,0.0,2.0,0.5,24.11,4.0,11.64,3264.45,0.09,59.0,0.09,181.36,280.54,0.25,1.0,2.0,0.0,13.0,0.24,16.0,43.0,11.0,16.0,17.0,0.0,16.0,0.0,4.0,4.0,0.25,2.0,2.0
-1.0,3.0,9.0,5.0,1.0,27.0,1.0,0.0,15.0,3.0,5.0,1.0,42.6,7.0,12.5,6656.28,0.18,103.0,0.08,369.79,532.5,0.2,4.0,8.0,0.0,24.0,0.26,35.0,68.0,21.0,15.0,19.0,0.0,15.0,0.0,16.0,5.0,0.33,8.0,2.0
-1.0,1.0,8.0,4.0,0.8,22.0,3.0,0.5,21.0,1.0,4.0,0.8,28.45,5.0,10.64,3218.64,0.1,66.0,0.09,178.81,302.61,0.6,2.0,4.0,0.0,19.0,0.21,18.0,48.0,11.0,13.0,24.0,4.55,21.0,1.0,8.0,5.0,0.24,4.0,2.0
-1.0,1.0,20.0,8.0,0.73,52.0,1.0,0.0,39.0,3.0,10.0,0.91,60.86,11.0,22.0,29456.04,0.45,224.0,0.05,1636.45,1338.91,0.09,8.0,13.0,0.0,43.0,0.25,82.0,142.0,41.0,22.0,44.0,4.88,39.0,2.0,26.0,11.0,0.28,10.0,2.6
-1.0,1.0,3.0,2.0,1.0,9.0,1.0,0.0,9.0,1.0,2.0,1.0,17.15,4.0,13.0,2898.63,0.07,50.0,0.08,161.04,222.97,0.5,1.0,2.0,0.0,9.0,0.18,18.0,32.0,9.0,13.0,11.0,0.0,9.0,0.0,4.0,2.0,0.22,2.0,2.0
-1.0,10.0,23.0,12.0,0.92,74.0,1.0,0.0,52.0,1.0,11.0,0.85,64.37,14.0,33.13,70666.9,0.71,348.0,0.03,3925.94,2132.99,0.08,9.0,17.0,0.0,63.0,0.17,127.0,221.0,46.0,24.0,77.0,20.0,52.0,13.0,34.0,13.0,0.25,16.0,2.13
-1.0,2.0,3.0,2.0,1.0,10.0,1.0,0.0,8.0,1.0,2.0,1.0,26.84,5.0,8.18,1796.86,0.07,50.0,0.12,99.83,219.62,0.5,1.0,2.0,0.0,10.0,0.17,18.0,32.0,11.0,10.0,12.0,11.11,8.0,1.0,4.0,2.0,0.25,2.0,2.0
-1.0,2.0,3.0,2.0,1.0,7.0,1.0,0.0,9.0,0.0,2.0,1.0,15.96,2.0,9.75,1517.0,0.05,36.0,0.1,84.28,155.59,0.5,1.0,2.0,0.0,7.0,0.17,13.0,23.0,8.0,12.0,12.0,0.0,9.0,0.0,4.0,2.0,0.22,2.0,2.0
-1.0,4.0,5.0,3.0,1.0,18.0,1.0,0.0,15.0,2.0,2.0,0.67,31.14,5.0,17.14,9151.3,0.18,101.0,0.06,508.41,533.83,0.33,2.0,4.0,0.0,17.0,0.15,40.0,61.0,21.0,18.0,20.0,0.0,15.0,0.0,8.0,3.0,0.2,4.0,2.0
-1.0,0.0,3.0,2.0,1.0,9.0,1.0,0.0,8.0,2.0,2.0,1.0,20.81,4.0,9.0,1685.67,0.06,42.0,0.11,93.65,187.3,0.5,1.0,2.0,0.0,9.0,0.22,15.0,27.0,10.0,12.0,9.0,0.0,8.0,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,0.0,5.0,3.0,1.0,15.0,1.0,0.0,16.0,2.0,3.0,1.0,25.63,5.0,16.0,6560.0,0.14,82.0,0.06,364.44,410.0,0.33,2.0,4.0,0.0,14.0,0.14,32.0,50.0,16.0,16.0,21.0,15.79,16.0,3.0,8.0,3.0,0.19,4.0,2.0
-1.0,3.0,11.0,5.0,0.83,28.0,1.0,0.0,14.0,3.0,6.0,1.0,37.16,6.0,16.43,10037.72,0.2,114.0,0.06,557.65,610.76,0.17,5.0,9.0,0.0,24.0,0.32,42.0,72.0,23.0,18.0,19.0,0.0,14.0,0.0,18.0,6.0,0.43,8.0,2.25
-1.0,8.0,16.0,8.0,0.8,56.0,1.0,0.0,46.0,2.0,7.0,0.7,65.15,13.0,27.14,47999.33,0.59,297.0,0.04,2666.63,1768.4,0.1,5.0,10.0,0.0,48.0,0.15,114.0,183.0,42.0,20.0,65.0,16.36,46.0,9.0,20.0,10.0,0.22,10.0,2.0
-1.0,0.0,7.0,3.0,0.75,17.0,4.0,1.0,11.0,1.0,1.0,0.25,18.54,5.0,18.0,6006.03,0.11,68.0,0.06,333.67,333.67,1.0,3.0,4.0,0.0,15.0,0.33,24.0,44.0,12.0,18.0,12.0,0.0,11.0,0.0,8.0,4.0,0.36,2.0,4.0
-1.0,12.0,11.0,5.0,0.71,42.0,4.0,0.5,54.0,2.0,4.0,0.57,88.12,13.0,18.17,29080.61,0.53,271.0,0.06,1615.59,1600.77,0.57,2.0,4.0,0.0,37.0,0.1,109.0,162.0,45.0,15.0,67.0,0.0,54.0,0.0,8.0,7.0,0.13,4.0,2.0
-1.0,1.0,9.0,4.0,0.67,26.0,1.0,0.0,28.0,0.0,4.0,0.67,52.27,6.0,12.46,8112.64,0.22,125.0,0.08,450.7,651.18,0.17,1.0,2.0,0.0,22.0,0.19,46.0,79.0,24.0,13.0,32.0,3.45,28.0,1.0,4.0,6.0,0.21,2.0,2.0
-1.0,7.0,17.0,10.0,1.0,75.0,7.0,0.67,73.0,0.0,9.0,0.9,118.08,21.0,20.61,50170.62,0.81,385.0,0.05,2787.26,2433.94,0.7,5.0,10.0,0.0,67.0,0.12,142.0,243.0,62.0,18.0,84.0,2.67,73.0,2.0,20.0,10.0,0.14,10.0,2.0
-1.0,1.0,3.0,2.0,1.0,8.0,1.0,0.0,6.0,1.0,2.0,1.0,15.86,2.0,7.2,822.39,0.04,30.0,0.14,45.69,114.22,0.5,1.0,2.0,0.0,8.0,0.25,8.0,22.0,5.0,9.0,8.0,0.0,6.0,0.0,4.0,2.0,0.33,2.0,2.0
-1.0,0.0,3.0,2.0,1.0,9.0,1.0,0.0,8.0,0.0,2.0,1.0,28.73,4.0,7.92,1800.5,0.08,51.0,0.13,100.03,227.43,0.5,1.0,2.0,0.0,9.0,0.2,19.0,32.0,12.0,10.0,10.0,0.0,8.0,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,0.0,3.0,2.0,1.0,9.0,1.0,0.0,8.0,0.0,2.0,1.0,20.33,4.0,9.78,1943.91,0.07,46.0,0.1,107.99,198.81,0.5,1.0,2.0,0.0,9.0,0.22,16.0,30.0,9.0,11.0,9.0,0.0,8.0,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,1.0,7.0,4.0,1.0,24.0,1.0,0.0,12.0,3.0,4.0,1.0,44.33,9.0,7.33,2383.85,0.11,70.0,0.14,132.44,325.07,0.25,3.0,6.0,0.0,22.0,0.29,22.0,48.0,15.0,10.0,14.0,0.0,12.0,0.0,12.0,4.0,0.33,6.0,2.0
-1.0,3.0,7.0,4.0,1.0,24.0,1.0,0.0,17.0,2.0,3.0,0.75,33.69,9.0,16.2,8841.71,0.18,104.0,0.06,491.21,545.78,0.25,3.0,6.0,0.0,22.0,0.16,36.0,68.0,20.0,18.0,25.0,10.53,17.0,2.0,12.0,4.0,0.24,6.0,2.0
-1.0,5.0,23.0,10.0,0.83,57.0,7.0,0.55,28.0,3.0,11.0,0.92,47.44,9.0,22.67,24374.21,0.36,186.0,0.04,1354.12,1075.33,0.58,11.0,17.0,0.0,47.0,0.34,68.0,118.0,33.0,22.0,35.0,0.0,28.0,0.0,34.0,12.0,0.43,12.0,2.83
-1.0,1.0,3.0,2.0,1.0,8.0,1.0,0.0,8.0,1.0,2.0,1.0,15.23,3.0,10.5,1679.07,0.05,37.0,0.1,93.28,159.91,0.5,1.0,2.0,0.0,8.0,0.2,14.0,23.0,8.0,12.0,10.0,0.0,8.0,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,10.0,12.0,7.0,1.0,53.0,3.0,0.33,47.0,0.0,6.0,0.86,100.52,20.0,18.02,32631.05,0.6,289.0,0.06,1812.84,1811.1,0.43,4.0,8.0,0.0,48.0,0.11,110.0,179.0,58.0,19.0,63.0,9.62,47.0,5.0,16.0,7.0,0.15,8.0,2.0
-1.0,0.0,3.0,2.0,1.0,16.0,1.0,0.0,12.0,0.0,2.0,1.0,33.66,8.0,13.22,5883.89,0.15,89.0,0.08,326.88,445.0,5.0,1.0,2.0,0.0,16.0,0.15,34.0,55.0,18.0,14.0,13.0,0.0,12.0,0.0,4.0,2.0,0.17,2.0,2.0
-1.0,24.0,45.0,23.0,0.92,150.0,8.0,0.29,117.0,0.0,23.0,0.92,142.73,36.0,32.85,154013.92,1.56,680.0,0.03,8556.33,4688.48,0.32,17.0,29.0,1.0,127.0,0.17,235.0,445.0,93.0,26.0,151.0,7.14,118.0,8.0,58.0,25.0,0.21,24.0,2.42
-1.0,0.0,3.0,2.0,1.0,11.0,1.0,0.0,4.0,1.0,2.0,1.0,14.83,3.0,7.0,726.48,0.03,30.0,0.14,40.36,103.78,0.5,2.0,3.0,0.0,11.0,0.4,8.0,22.0,4.0,7.0,5.0,0.0,4.0,0.0,6.0,2.0,0.5,2.0,3.0
-1.0,2.0,3.0,2.0,1.0,7.0,1.0,0.0,6.0,0.0,2.0,1.0,17.23,2.0,8.67,1294.27,0.05,34.0,0.12,71.9,149.34,0.5,2.0,3.0,0.0,7.0,0.22,13.0,21.0,9.0,12.0,9.0,0.0,6.0,0.0,6.0,2.0,0.33,2.0,3.0
1.0,12.0,15.0,7.0,0.78,56.0,5.0,0.5,52.0,1.0,7.0,0.78,99.0,20.0,17.94,31877.94,0.59,287.0,0.06,1771.0,1776.48,0.56,4.0,8.0,1.0,49.0,0.12,102.0,185.0,54.0,19.0,73.0,13.33,53.0,7.0,16.0,9.0,0.17,8.0,2.0
1.0,7.0,6.0,4.0,1.0,26.0,1.0,0.0,23.0,2.0,4.0,1.0,68.58,14.0,11.02,8321.46,0.25,136.0,0.09,462.3,755.42,0.25,1.0,2.0,0.0,24.0,0.13,47.0,89.0,32.0,15.0,32.0,0.0,23.0,0.0,4.0,4.0,0.17,2.0,2.0
1.0,18.0,30.0,14.0,0.82,96.0,8.0,0.44,88.0,1.0,13.0,0.76,66.14,12.0,38.06,95809.13,0.84,418.0,0.03,5322.73,2517.35,0.47,11.0,21.0,2.0,81.0,0.15,139.0,279.0,42.0,23.0,117.0,9.28,90.0,7.0,42.0,17.0,0.19,20.0,2.1
1.0,2.0,6.0,3.0,0.75,16.0,1.0,0.0,16.0,0.0,2.0,0.5,25.41,4.0,14.0,4980.42,0.12,74.0,0.07,276.69,355.74,0.25,1.0,2.0,0.0,14.0,0.21,28.0,46.0,14.0,14.0,19.0,0.0,16.0,0.0,4.0,4.0,0.25,2.0,2.0
1.0,21.0,41.0,19.0,0.86,151.0,8.0,0.33,111.0,1.0,16.0,0.73,141.86,28.0,34.57,169489.04,1.63,715.0,0.03,9416.06,4903.46,0.36,17.0,32.0,0.0,131.0,0.15,265.0,450.0,92.0,24.0,144.0,9.02,111.0,11.0,64.0,22.0,0.2,30.0,2.13
1.0,4.0,3.0,2.0,1.0,12.0,1.0,0.0,13.0,2.0,2.0,1.0,35.51,6.0,12.28,5352.73,0.15,88.0,0.08,297.37,435.97,0.5,1.0,2.0,1.0,12.0,0.11,34.0,54.0,18.0,13.0,19.0,7.14,14.0,0.0,4.0,2.0,0.14,2.0,2.0
1.0,0.0,5.0,3.0,1.0,19.0,3.0,1.0,16.0,1.0,3.0,1.0,27.98,8.0,18.0,9065.86,0.17,99.0,0.06,503.66,503.66,1.0,2.0,3.0,1.0,18.0,0.16,32.0,67.0,16.0,18.0,19.0,11.11,17.0,1.0,6.0,3.0,0.18,2.0,3.0
1.0,0.0,5.0,2.0,0.67,12.0,3.0,1.0,10.0,3.0,3.0,1.0,19.09,2.0,17.86,6086.79,0.11,67.0,0.06,338.15,340.86,1.0,2.0,3.0,0.0,11.0,0.23,25.0,42.0,14.0,20.0,13.0,9.09,10.0,1.0,6.0,3.0,0.3,2.0,3.0
1.0,12.0,24.0,12.0,0.92,77.0,7.0,0.5,59.0,3.0,10.0,0.77,65.25,16.0,34.2,76313.12,0.74,351.0,0.03,4239.62,2231.5,0.54,10.0,19.0,0.0,66.0,0.16,125.0,226.0,53.0,29.0,79.0,9.23,59.0,6.0,38.0,13.0,0.22,18.0,2.11
1.0,4.0,8.0,2.0,0.4,28.0,1.0,0.0,27.0,0.0,4.0,0.8,63.88,9.0,14.57,13563.07,0.31,161.0,0.07,753.5,930.8,0.2,2.0,4.0,0.0,25.0,0.14,51.0,110.0,35.0,20.0,36.0,10.0,27.0,3.0,8.0,5.0,0.19,4.0,2.0
-1.0,17.0,27.0,6.0,0.43,51.0,9.0,0.62,79.0,0.0,14.0,1.0,57.29,3.0,46.22,122395.16,0.88,435.0,0.02,6799.73,2648.05,0.64,13.0,22.0,3.0,39.0,0.12,159.0,276.0,43.0,25.0,119.0,21.0,82.0,18.0,44.0,14.0,0.17,18.0,2.44
-1.0,0.0,5.0,1.0,0.33,9.0,1.0,0.0,4.0,1.0,3.0,1.0,8.14,0.0,8.17,542.58,0.02,20.0,0.12,30.14,66.44,0.33,2.0,4.0,0.0,8.0,0.5,7.0,13.0,3.0,7.0,6.0,0.0,4.0,0.0,8.0,3.0,0.75,4.0,2.0
-1.0,2.0,3.0,1.0,0.5,7.0,1.0,0.0,8.0,0.0,2.0,1.0,17.27,0.0,7.29,916.65,0.04,34.0,0.14,50.93,125.81,0.5,1.0,2.0,0.0,7.0,0.17,17.0,17.0,7.0,6.0,12.0,0.0,8.0,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,5.0,15.0,1.0,0.13,25.0,5.0,0.57,41.0,1.0,8.0,1.0,15.49,0.0,65.83,67150.0,0.34,204.0,0.02,3730.56,1020.0,0.63,7.0,13.0,0.0,19.0,0.15,79.0,125.0,12.0,20.0,53.0,10.87,41.0,5.0,26.0,8.0,0.2,12.0,2.17
-1.0,2.0,3.0,1.0,0.5,6.0,1.0,0.0,9.0,0.0,2.0,1.0,13.5,0.0,7.33,725.94,0.03,26.0,0.14,40.33,98.99,0.5,1.0,2.0,2.0,6.0,0.09,11.0,15.0,6.0,8.0,22.0,50.0,11.0,7.0,4.0,2.0,0.18,2.0,2.0
-1.0,1.0,3.0,1.0,0.5,7.0,1.0,0.0,12.0,0.0,2.0,1.0,15.45,1.0,7.14,788.3,0.04,27.0,0.14,43.79,110.36,0.5,1.0,2.0,1.0,7.0,0.13,10.0,17.0,7.0,10.0,16.0,7.69,13.0,0.0,4.0,2.0,0.15,2.0,2.0
-1.0,1.0,3.0,1.0,0.5,7.0,1.0,0.0,14.0,0.0,2.0,1.0,17.24,1.0,7.5,969.51,0.04,31.0,0.13,53.86,129.27,0.5,1.0,2.0,1.0,7.0,0.11,12.0,19.0,8.0,10.0,18.0,6.67,15.0,0.0,4.0,2.0,0.13,2.0,2.0
-1.0,1.0,7.0,2.0,0.5,16.0,1.0,0.0,9.0,1.0,2.0,0.5,9.94,1.0,20.43,4149.67,0.07,47.0,0.05,230.54,203.13,0.25,3.0,6.0,0.0,14.0,0.33,22.0,25.0,7.0,13.0,12.0,0.0,9.0,0.0,12.0,4.0,0.44,6.0,2.0
-1.0,0.0,5.0,1.0,0.33,11.0,1.0,0.0,6.0,2.0,3.0,1.0,12.29,0.0,9.33,1070.66,0.04,31.0,0.11,59.48,114.71,0.33,2.0,4.0,0.0,10.0,0.38,16.0,15.0,6.0,7.0,8.0,0.0,6.0,0.0,8.0,3.0,0.5,4.0,2.0
-1.0,0.0,3.0,2.0,1.0,6.0,1.0,0.0,5.0,1.0,1.0,0.5,12.25,1.0,4.8,282.29,0.02,17.0,0.21,15.68,58.81,0.5,1.0,2.0,0.0,6.0,0.29,8.0,9.0,5.0,6.0,7.0,0.0,5.0,0.0,4.0,2.0,0.4,2.0,2.0
-1.0,1.0,3.0,1.0,0.5,6.0,1.0,0.0,3.0,2.0,2.0,1.0,8.3,0.0,6.0,298.97,0.02,15.0,0.17,16.61,49.83,0.5,1.0,2.0,0.0,6.0,0.29,8.0,7.0,4.0,6.0,7.0,25.0,3.0,1.0,4.0,2.0,0.67,2.0,2.0
-1.0,8.0,3.0,1.0,0.5,21.0,1.0,0.0,43.0,0.0,2.0,1.0,69.69,1.0,27.79,53839.29,0.65,345.0,0.04,2991.07,1937.07,0.5,1.0,2.0,5.0,21.0,0.03,126.0,219.0,34.0,15.0,66.0,23.21,48.0,8.0,4.0,2.0,0.04,2.0,2.0
-1.0,1.0,21.0,7.0,0.64,40.0,9.0,0.8,28.0,1.0,11.0,1.0,22.35,4.0,34.53,26650.95,0.26,153.0,0.03,1480.61,771.79,0.82,10.0,18.0,0.0,31.0,0.35,65.0,88.0,16.0,17.0,31.0,0.0,28.0,0.0,36.0,11.0,0.39,16.0,2.25
-1.0,6.0,13.0,3.0,0.43,37.0,1.0,0.0,43.0,1.0,1.0,0.14,43.96,4.0,48.0,101286.83,0.7,372.0,0.02,5627.05,2110.14,0.14,6.0,12.0,4.0,32.0,0.12,176.0,196.0,33.0,18.0,59.0,15.69,47.0,4.0,24.0,7.0,0.15,12.0,2.0
-1.0,6.0,15.0,1.0,0.13,31.0,3.0,0.29,24.0,1.0,8.0,1.0,20.68,0.0,26.5,14523.02,0.18,114.0,0.04,806.83,548.04,0.38,7.0,14.0,0.0,25.0,0.21,53.0,61.0,14.0,14.0,39.0,22.58,24.0,7.0,28.0,8.0,0.33,14.0,2.0
-1.0,0.0,3.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,2.0,1.0,16.94,0.0,8.13,1118.06,0.05,33.0,0.12,62.11,137.61,0.5,1.0,2.0,0.0,6.0,0.14,13.0,20.0,8.0,10.0,14.0,8.33,11.0,1.0,4.0,2.0,0.18,2.0,2.0
-1.0,4.0,13.0,7.0,1.0,33.0,6.0,0.83,35.0,2.0,7.0,1.0,34.45,3.0,12.83,5673.31,0.15,91.0,0.08,315.18,442.08,0.86,6.0,12.0,0.0,28.0,0.16,42.0,49.0,18.0,11.0,44.0,7.89,35.0,3.0,24.0,7.0,0.2,12.0,2.0
-1.0,6.0,7.0,4.0,1.0,31.0,1.0,0.0,55.0,2.0,4.0,1.0,59.86,7.0,19.78,23415.51,0.39,224.0,0.05,1300.86,1183.93,0.25,3.0,6.0,2.0,29.0,0.06,89.0,135.0,27.0,12.0,71.0,12.7,57.0,6.0,12.0,4.0,0.07,6.0,2.0
